1,8
2,35
3,43
4,4
5,8
6,6
7,28
8,16
9,34
10,32
11,46
12,43
13,13
14,18
15,18
16,10
17,3
18,12
19,1
20,37
21,28
22,27
23,48
24,32
25,38
26,10
27,46
28,40
29,45
30,36
31,12
32,28
33,23
34,49
35,19
36,11
37,35
38,48
39,37
40,17
41,23
42,6
43,46
44,34
45,37
46,8
47,26
48,3
49,23
50,43
51,41
52,20
53,45
54,10
55,36
56,37
57,42
58,8
59,29
60,7
61,23
62,42
63,22
64,28
65,50
66,11
67,31
68,1
69,26
70,4
71,12
72,23
73,19
74,2
75,38
76,6
77,15
78,38
79,13
80,19
81,11
82,40
83,12
84,14
85,20
86,5
87,47
88,12
89,12
90,40
91,4
92,0
93,18
94,6
95,37
96,47
97,23
98,20
99,16
100,0
101,16
102,11
103,17
104,11
105,42
106,43
107,38
108,33
109,15
110,23
111,3
112,27
113,9
114,25
115,34
116,35
117,14
118,36
119,26
120,46
121,8
122,49
123,2
124,28
125,31
126,0
127,31
128,28
129,14
130,47
131,40
132,44
133,10
134,34
135,9
136,48
137,12
138,5
139,25
140,36
141,46
142,36
143,14
144,35
145,28
146,8
147,23
148,50
149,0
150,4
151,8
152,27
153,37
154,44
155,11
156,43
157,14
158,29
159,36
160,25
161,11
162,42
163,2
164,20
165,26
166,0
167,49
168,0
169,35
170,25
171,48
172,13
173,14
174,18
175,7
176,5
177,6
178,26
179,26
180,23
181,39
182,31
183,50
184,47
185,2
186,11
187,41
188,0
189,12
190,25
191,20
192,13
193,37
194,26
195,7
196,46
197,20
198,28
199,16
200,0
201,39
202,22
203,46
204,12
205,6
206,7
207,27
208,22
209,40
210,9
211,45
212,33
213,1
214,29
215,50
216,17
217,13
218,28
219,11
220,46
221,27
222,29
223,33
224,5
225,11
226,35
227,7
228,39
229,18
230,25
231,24
232,46
233,44
234,34
235,17
236,43
237,44
238,7
239,36
240,46
241,29
242,10
243,8
244,9
245,48
246,46
247,22
248,27
249,48
250,41
251,27
252,0
253,49
254,48
255,27
256,2
257,39
258,3
259,8
260,45
261,18
262,11
263,5
264,20
265,2
266,44
267,14
268,31
269,10
270,2
271,40
272,41
273,45
274,8
275,35
276,6
277,30
278,1
279,29
280,17
281,49
282,48
283,40
284,40
285,32
286,18
287,33
288,46
289,49
290,35
291,16
292,49
293,11
294,10
295,42
296,49
297,24
298,32
299,2
300,7
301,24
302,14
303,23
304,7
305,24
306,8
307,4
308,20
309,46
310,10
311,22
312,41
313,8
314,41
315,31
316,41
317,25
318,36
319,21
320,37
321,21
322,15
323,44
324,30
325,19
326,4
327,1
328,17
329,18
330,14
331,36
332,9
333,30
334,35
335,24
336,4
337,6
338,12
339,19
340,23
341,31
342,10
343,24
344,2
345,12
346,48
347,0
348,18
349,3
350,14
351,47
352,21
353,41
354,9
355,3
356,3
357,8
358,28
359,25
360,23
361,2
362,37
363,2
364,3
365,15
366,37
367,8
368,42
369,11
370,3
371,8
372,26
373,33
374,17
375,39
376,33
377,15
378,11
379,23
380,36
381,28
382,7
383,8
384,19
385,12
386,47
387,16
388,36
389,4
390,27
391,21
392,14
393,22
394,42
395,38
396,22
397,13
398,7
399,20
400,0
401,45
402,33
403,14
404,18
405,6
406,13
407,4
408,41
409,40
410,41
411,11
412,6
413,26
414,23
415,39
416,18
417,3
418,50
419,3
420,4
421,7
422,31
423,1
424,16
425,33
426,28
427,14
428,20
429,8
430,28
431,12
432,0
433,23
434,15
435,4
436,7
437,21
438,36
439,37
440,16
441,26
442,17
443,8
444,47
445,16
446,36
447,10
448,48
449,46
450,38
451,2
452,41
453,14
454,14
455,2
456,37
457,27
458,23
459,7
460,17
461,38
462,42
463,21
464,5
465,31
466,42
467,18
468,24
469,21
470,23
471,8
472,31
473,4
474,24
475,47
476,4
477,9
478,32
479,26
480,46
481,16
482,14
483,3
484,34
485,49
486,10
487,31
488,7
489,42
490,17
491,8
492,28
493,14
494,43
495,43
496,15
497,19
498,41
499,31
500,39
501,6
502,31
503,29
504,37
505,14
506,35
507,41
508,38
509,3
510,31
511,45
512,1
513,34
514,19
